QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,COUNTRY,DEALSIZE
22,155.69,3425.18,7/1/2020,USA,Medium
41,114.68,4701.88,3/2/2020,France,Medium
45,48.98,2204.1,4/3/2020,USA,Small
45,115.32,5189.4,8/4/2020,UK,Medium
39,40.15,1565.85,17/02/2018,Italy,Small
49,50.62,2480.38,29/04/2018,,Small
27,50.19,1355.13,27/06/2018,Spain,Small
34,36.66,1246.44,10/8/2018,USA,Small
20,41.02,820.4,8/10/2018,Spain,Small
48,51.93,2492.64,28/10/2018,USA,Small
29,38.4,1113.6,1/12/2018,USA,Small
43,41.02,1763.86,12/1/2019,Japan,Small
41,46.26,1896.66,20/02/2019,Australia,Small
41,35.35,1449.35,2/4/2019,,Small
36,51.93,1869.48,11/5/2019,USA,Small
49,37.97,1860.53,24/06/2019,Spain,Small
38,45.39,1724.82,23/07/2019,France,Small
33,51.93,1713.69,21/08/2019,Norway,Small
26,48.44,1259.44,15/09/2019,Germany,Small
47,43.64,2051.08,15/10/2019,USA,Small
34,47.57,1617.38,1/11/2019,UK,Small
34,51.93,1765.62,12/11/2019,Italy,Small
40,50.62,2024.8,,Spain,Small
40,82.21,3288.4,4/12/2019,USA,Medium
33,82.59,2725.47,17/12/2019,Australia,Small
49,65.8,3224.2,3/2/2020,France,Medium
27,118.94,3211.38,3/3/2020,USA,Medium
49,36.66,1796.34,30/03/2020,France,Small
56,35.35,1979.6,3/4/2020,USA,Small
37,51.93,1921.41,10/5/2020,Italy,Small
33,112.28,3705.24,31/01/2018,Spain,Medium
27,105.33,2843.91,4/4/2018,USA,Small
46,134.27,6176.42,3/6/2018,USA,Medium
44,125.01,5500.44,1/8/2018,Finland,Medium
26,123.85,3220.1,21/09/2018,Finland,Medium
48,94.92,4556.16,22/10/2018,Singapore,Medium
23,135.43,3114.89,6/11/2018,Italy,Medium
45,109.96,,14/11/2018,Spain,Medium
49,105.33,5161.17,25/11/2018,USA,Medium
28,94.92,2657.76,,USA,Small
37,107.65,3983.05,12/2/2019,Ireland,Medium
34,116.91,3974.94,15/03/2019,Germany,Medium
22,133.11,2928.42,5/5/2019,Spain,Small
29,105.33,3054.57,15/06/2019,Singapore,Medium
34,98.39,3345.26,20/07/2019,USA,Medium
38,113.44,4310.72,20/08/2019,USA,Medium
41,121.54,4983.14,8/9/2019,USA,Medium
42,109.96,4618.32,13/10/2019,USA,Medium
28,121.54,3403.12,22/10/2019,Denmark,Medium
38,136.59,5190.42,5/11/2019,Norway,Medium
23,136.59,3141.57,20/11/2019,France,Medium
31,71.4,2213.4,2/12/2019,Spain,Small
46,106.45,4896.7,15/12/2019,France,Medium
48,56.55,2714.4,23/01/2020,,Small
29,106.45,3087.05,22/02/2020,Spain,Medium
46,123.76,5692.96,17/03/2020,France,Medium
26,133.11,3460.86,3/5/2020,Spain,Medium
18,105.33,1895.94,31/05/2020,France,Small
32,53.31,1705.92,31/01/2018,Spain,Small
21,49.21,1033.41,16/04/2018,Singapore,Small
46,69.12,3179.52,3/6/2018,USA,Medium
42,49.79,2091.18,8/8/2018,USA,Small
31,57.41,1779.71,28/09/2018,Spain,Small
38,66.78,2537.64,22/10/2018,Singapore,Small
38,64.44,2448.72,6/11/2018,Italy,Small
20,48.62,972.4,14/11/2018,USA,Small
,62.09,2856.14,26/11/2018,USA,Small
30,65.61,1968.3,2/1/2019,France,Small
30,68.54,2056.2,12/2/2019,Ireland,Small
43,52.14,2242.02,15/03/2019,Germany,Small
49,63.85,3128.65,5/5/2019,Finland,Medium
43,56.82,2443.26,20/07/2019,USA,Small
37,,2470.86,20/08/2019,USA,Small
35,55.07,1927.45,8/9/2019,USA,Small
34,60.34,2051.56,14/10/2019,UK,Small
38,61.51,2337.38,22/10/2019,Denmark,Small
44,134.84,5932.96,5/11/2019,Norway,Medium
21,109.37,2296.77,21/11/2019,USA,Small
44,147.52,6490.88,2/12/2019,Spain,Medium
25,64.93,1623.25,15/12/2019,France,Small
24,58.58,1405.92,26/01/2020,Japan,Small
38,60.06,2282.28,22/02/2020,Spain,Small
45,199.49,8977.05,17/03/2020,France,Large
51,63.85,3256.35,5/5/2020,USA,Medium
34,82.99,2821.66,3/3/2018,,Small
44,74.85,3293.4,7/5/2018,France,Medium
44,96,4224,2/7/2018,USA,Medium
38,81.36,3091.68,25/08/2018,USA,Medium
48,80.55,3866.4,4/11/2018,Australia,Medium
21,93.56,1964.76,11/11/2018,France,Small
40,66.72,2668.8,19/11/2018,Spain,Small
40,80.55,3222,15/01/2019,France,Medium
50,77.29,3864.5,21/02/2019,France,Medium
20,68.34,1366.8,5/4/2019,USA,Small
48,72.41,3475.68,26/05/2019,France,Medium
47,89.5,4206.5,30/06/2019,,Medium
21,70.78,1486.38,2/8/2019,USA,Small
39,78.92,3077.88,27/08/2019,USA,Medium
44,80.55,3544.2,30/09/2019,Finland,Medium
28,88.68,2483.04,15/10/2019,Norway,Small
45,,3478.05,3/11/2019,USA,Medium
20,182.89,3657.8,17/11/2019,USA,Medium
38,123.22,4682.36,24/11/2019,Austria,Medium
26,151.45,3937.7,9/12/2019,France,Medium
44,113.28,4984.32,7/1/2020,USA,Medium
49,110.34,5406.66,3/2/2020,France,Medium
22,158.69,3491.18,4/3/2020,USA,Medium
31,68.34,2118.54,8/4/2020,UK,Small
41,70.67,2897.47,11/2/2018,Denmark,Small
25,76.67,1916.75,28/04/2018,Austria,Small
31,60,1860,12/6/2018,UK,Small
41,64,2624,8/8/2018,USA,Small
43,64.67,2780.81,28/09/2018,Spain,Small
43,75.34,3239.62,23/10/2018,Sweden,Medium
24,76,1824,7/11/2018,Spain,Small
21,54,1134,14/11/2018,USA,Small
23,,1487.41,26/11/2018,Spain,Small
38,74.67,2837.46,2/1/2019,France,Small
31,62.67,1942.77,19/02/2019,USA,Small
36,70.67,2544.12,,USA,Small
36,71.34,2568.24,7/5/2019,USA,Small
34,62,2108,17/06/2019,Canada,Small
21,65.34,1372.14,21/07/2019,Belgium,Small
45,78.67,3540.15,20/08/2019,Canada,Medium
26,75.34,1958.84,10/9/2019,USA,Small
50,54,2700,14/10/2019,UK,Small
41,62,2542,29/10/2019,France,Small
39,60,2340,9/11/2019,Sweden,Small
22,128.02,2816.44,23/11/2019,Japan,Small
46,76.67,3526.82,2/12/2019,Spain,Medium
44,105.18,4627.92,31/01/2020,Finland,Medium
25,77.34,1933.5,28/02/2020,,Small
39,66.67,2600.13,23/03/2020,USA,Small
37,71.34,2639.58,6/5/2020,USA,Small
31,106.87,3312.97,17/02/2018,Italy,Medium
47,,3863.87,29/04/2018,Australia,Medium
24,77.64,1863.36,,Spain,Small
36,109.61,3945.96,10/8/2018,USA,Medium
48,103.21,4954.08,8/10/2018,,Medium
28,98.65,2762.2,28/10/2018,USA,Small
48,83.12,3989.76,1/12/2018,USA,Medium
21,78.55,1649.55,12/1/2019,Japan,Small
25,101.39,2534.75,20/02/2019,Australia,Small
25,103.21,2580.25,2/4/2019,Canada,Small
31,91.34,2831.54,11/5/2019,USA,Small
40,84.03,3361.2,24/06/2019,Spain,Medium
32,89.51,2864.32,,France,Small
24,83.12,1994.88,21/08/2019,Norway,Small
42,102.3,4296.6,15/09/2019,Germany,Medium
21,105.95,2224.95,15/10/2019,USA,Small
34,82.21,2795.14,1/11/2019,UK,Small
27,102.3,2762.1,12/11/2019,Italy,Small
30,88.6,2658,24/11/2019,Spain,Small
39,129.33,5043.87,4/12/2019,USA,Medium
20,60.54,1210.8,17/12/2019,Australia,Small
37,81.87,3029.19,3/2/2020,France,Medium
46,,10066.6,3/3/2020,USA,Large
47,87.69,4121.43,30/03/2020,France,Medium
11,103.21,1135.31,3/4/2020,USA,Small
23,91.34,2100.82,10/5/2020,Italy,Small
29,70.15,2034.35,11/2/2018,Denmark,Small
38,79.68,3027.84,16/04/2018,Singapore,Medium
32,97,3104,6/6/2018,Spain,Medium
43,,3612.43,8/8/2018,USA,Medium
31,87.48,2711.88,28/09/2018,Spain,Small
29,103.93,3013.97,21/10/2018,USA,Medium
31,88.34,2738.54,7/11/2018,Spain,Small
30,94.4,2832,14/11/2018,USA,Small
50,94.4,4720,26/11/2018,USA,Medium
40,80.55,3222,2/1/2019,France,Medium
23,97,2231,18/02/2019,Belgium,Small
26,88.34,2296.84,20/03/2019,UK,Small
40,103.93,4157.2,7/5/2019,USA,Medium
21,102.2,2146.2,21/07/2019,Belgium,Small
43,86.61,3724.23,20/08/2019,USA,Medium
29,71.89,2084.81,9/9/2019,Italy,Small
38,91.81,3488.78,14/10/2019,UK,Medium
23,76.22,1753.06,22/10/2019,Denmark,Small
20,173.46,3469.2,10/11/2019,Denmark,
36,70.3,2530.8,21/11/2019,USA,Small
28,104.44,2924.32,2/12/2019,Spain,Small
44,102.2,4496.8,26/01/2020,Japan,Medium
32,80.55,2577.6,28/03/2020,France,Small
34,103.93,3533.62,6/5/2020,USA,Medium
30,105.91,3177.3,17/02/2018,Italy,Medium
29,94.14,2730.06,28/04/2018,Austria,Small
22,85.99,1891.78,16/06/2018,USA,Small
26,100.48,2612.48,10/8/2018,USA,Small
32,91.43,2925.76,6/10/2018,Finland,Small
29,101.38,2940.02,23/10/2018,Sweden,Small
34,96.86,3293.24,8/11/2018,France,Medium
24,99.57,2389.68,14/11/2018,UK,Small
24,90.52,2172.48,26/11/2018,Spain,Small
26,,2659.54,19/02/2019,USA,Small
40,95.95,3838,8/5/2019,USA,Medium
44,94.14,4142.16,24/06/2019,Spain,Medium
24,90.52,2172.48,21/07/2019,USA,Small
20,94.14,1882.8,20/08/2019,Canada,Small
34,102.29,3477.86,15/09/2019,Germany,Medium
34,97.76,3323.84,14/10/2019,USA,Medium
45,93.24,4195.8,1/11/2019,UK,Medium
41,101.38,4156.58,12/11/2019,Italy,Medium
55,71.25,3918.75,23/11/2019,Japan,Medium
23,102.29,2352.67,3/12/2019,USA,Small
24,45.39,1089.36,17/12/2019,,Small
32,84.41,2701.12,31/01/2020,Finland,
29,85.76,2487.04,1/3/2020,Spain,Small
36,108.62,3910.32,30/03/2020,France,Medium
46,87.8,4038.8,1/4/2020,USA,Medium
32,95.95,3070.4,9/5/2020,Australia,Medium
34,110.69,3763.46,17/02/2018,Italy,Medium
24,107.7,2584.8,29/04/2018,Australia,Small
40,110.69,4427.6,16/06/2018,USA,Medium
26,82.77,2152.02,10/8/2018,USA,Small
20,117.67,2353.4,6/10/2018,Finland,Small
31,110.69,3431.39,28/10/2018,USA,Medium
22,87.75,1930.5,8/11/2018,France,Small
42,113.68,4774.56,27/11/2018,Philippines,Medium
26,99.72,2592.72,12/1/2019,Japan,Small
37,87.75,,19/02/2019,USA,Medium
38,88.75,3372.5,2/4/2019,Canada,Medium
35,111.69,3909.15,11/5/2019,USA,Medium
33,90.75,2994.75,24/06/2019,Spain,Small
39,114.68,4472.52,23/07/2019,France,Medium
45,101.71,4576.95,21/08/2019,Norway,Medium
24,101.71,2441.04,15/09/2019,Germany,Small
35,88.75,3106.25,15/10/2019,USA,Medium
23,117.67,2706.41,1/11/2019,UK,Small
37,108.69,4021.53,12/11/2019,Italy,Medium
55,87.75,4826.25,24/11/2019,Spain,Medium
49,100.72,4935.28,3/12/2019,USA,Medium
26,105.95,2754.7,17/12/2019,Australia,Small
33,116.87,3856.71,3/2/2020,France,Medium
37,83.84,3102.08,1/3/2020,Spain,
22,86.76,1908.72,30/03/2020,France,Small
85,88.75,7543.75,3/4/2020,USA,Large
22,111.69,2457.18,10/5/2020,Italy,Small
31,65.77,2038.87,11/2/2018,Denmark,Small
38,65.77,2499.26,28/04/2018,Austria,Small
45,85.29,3838.05,12/6/2018,UK,Medium
31,85.29,2643.99,10/8/2018,USA,Small
36,64.33,2315.88,2/10/2018,USA,Small
46,70.11,3225.06,23/10/2018,Sweden,Medium
32,,2451.84,7/11/2018,Spain,Small
39,57.82,2254.98,14/11/2018,USA,Small
50,78.79,3939.5,26/11/2018,Spain,Medium
46,74.45,3424.7,2/1/2019,France,Medium
36,80.95,2914.2,19/02/2019,USA,Small
29,82.4,2389.6,29/03/2019,USA,Small
32,75.89,2428.48,7/5/2019,USA,Small
44,68.67,3021.48,17/06/2019,Canada,Medium
42,62.16,2610.72,21/07/2019,Belgium,Small
47,65.77,3091.19,20/08/2019,Canada,Medium
44,58.55,2576.2,10/9/2019,USA,Small
43,75.17,3232.31,14/10/2019,UK,Medium
48,74.45,3573.6,1/11/2019,UK,Medium
21,96.31,2022.51,10/11/2019,Denmark,
50,74.35,3717.5,23/11/2019,Japan,Medium
29,75.35,2185.15,2/12/2019,Spain,Small
41,70.33,2883.53,31/01/2020,Finland,Small
37,135.61,5017.57,1/3/2020,Spain,Medium
22,66.5,1463,28/03/2020,France,Small
31,75.89,2352.59,6/5/2020,USA,Small
42,106.21,4460.82,29/01/2018,Norway,Medium
42,113.29,4758.18,1/4/2018,France,Medium
45,102.16,4597.2,28/05/2018,Spain,Medium
36,,4114.8,24/07/2018,USA,Medium
20,105.2,2104,19/09/2018,Singapore,Small
39,81.93,3195.27,21/10/2018,Austria,Medium
42,85.98,3611.16,6/11/2018,UK,Medium
23,86.99,2000.77,13/11/2018,USA,Small
26,89.01,2314.26,25/11/2018,France,Small
33,117.33,3871.89,5/12/2018,Canada,Medium
31,88,2728,4/2/2019,Singapore,Small
50,112.28,5614,11/3/2019,USA,Medium
44,105.2,4628.8,4/5/2019,USA,Medium
45,80.92,3641.4,15/06/2019,Japan,Medium
46,88,4048,19/07/2019,Australia,Medium
27,85.98,2321.46,19/08/2019,USA,Small
28,116.32,3256.96,8/9/2019,Sweden,
40,105.2,4208,11/10/2019,France,Medium
30,99.13,2973.9,22/10/2019,Canada,Small
34,124.95,4248.3,5/11/2019,USA,Medium
46,207.8,9558.8,20/11/2019,France,Large
32,82.83,2650.56,1/11/2019,Spain,Small
27,139.31,3761.37,10/12/2019,Spain,Medium
34,126.51,4301.34,23/01/2020,USA,Medium
34,54.84,1864.56,17/02/2020,USA,Small
34,105.2,3576.8,1/5/2020,Canada,Medium
46,80.92,3722.32,31/05/2020,Spain,Medium
32,124.58,3986.56,17/02/2018,Italy,Medium
24,142.38,3417.12,29/04/2018,Australia,Medium
27,,2691.09,27/06/2018,Spain,Small
20,137.63,2752.6,25/08/2018,USA,Small
36,125.77,4527.72,28/10/2018,USA,Medium
29,136.45,3957.05,18/11/2018,Norway,Medium
25,112.72,2818,12/1/2019,Japan,Small
29,110.34,3199.86,20/02/2019,Australia,Medium
25,96.11,2402.75,2/4/2019,Canada,Small
44,137.63,6055.72,11/5/2019,USA,Medium
47,116.28,5465.16,28/06/2019,USA,Medium
48,132.89,6378.72,23/07/2019,France,Medium
45,119.84,5392.8,27/08/2019,USA,Medium
35,113.9,3986.5,16/09/2019,Ireland,Medium
31,129.33,4009.23,15/10/2019,USA,Medium
50,142.38,7119,2/11/2019,USA,Large
33,123.4,4072.2,12/11/2019,Italy,Medium
29,141.19,4094.51,24/11/2019,Spain,Medium
48,68.8,3302.4,4/12/2019,USA,Medium
44,72.42,3186.48,,Australia,Medium
25,66.73,1668.25,3/2/2020,France,Small
50,143.09,7154.5,3/3/2020,USA,Large
23,122.21,2810.83,30/03/2020,France,Small
21,96.11,2018.31,3/4/2020,USA,Small
41,137.63,5642.83,10/5/2020,Italy,Medium
44,74.4,3273.6,17/02/2018,Italy,Medium
43,76,3268,29/04/2018,Australia,Medium
28,96,2688,10/8/2018,USA,Small
43,86.4,3715.2,6/10/2018,Finland,Medium
48,96,4608,28/10/2018,USA,Medium
38,82.4,3131.2,1/12/2018,USA,Medium
31,86.4,2678.4,12/1/2019,Japan,Small
26,67.2,1747.2,,Australia,Small
32,92,2944,2/4/2019,Canada,Small
44,67.2,2956.8,11/5/2019,USA,Small
27,76,2052,24/06/2019,Spain,Small
43,73.6,3164.8,23/07/2019,France,Medium
25,69.6,1740,21/08/2019,Norway,Small
22,80.8,1777.6,15/09/2019,Germany,Small
21,87.2,1831.2,15/10/2019,USA,Small
48,75.2,3609.6,1/11/2019,UK,Medium
33,64,2112,12/11/2019,Italy,Small
34,107.18,3644.12,24/11/2019,Austria,Medium
43,81.95,3523.85,4/12/2019,USA,Medium
44,113.68,5001.92,17/12/2019,Australia,Medium
44,118.38,5208.72,3/2/2020,France,Medium
32,94.34,3018.88,1/3/2020,Spain,Medium
29,65.6,1902.4,30/03/2020,France,Small
77,92,7084,3/4/2020,USA,Large
39,67.2,2620.8,10/5/2020,Italy,Small
39,81.14,3164.46,11/2/2018,Denmark,Medium
36,,4219.2,21/04/2018,Spain,Medium
42,91.15,3828.3,12/6/2018,UK,Medium
21,111.19,2334.99,8/8/2018,USA,Small
50,88.15,4407.5,28/09/2018,Spain,Medium
24,117.2,2812.8,23/10/2018,Sweden,Small
44,92.16,4055.04,7/11/2018,Spain,Medium
37,105.18,3891.66,14/11/2018,USA,Medium
27,92.16,2488.32,26/11/2018,Spain,Small
37,120.2,4447.4,2/1/2019,France,Medium
38,110.19,4187.22,19/02/2019,USA,Medium
48,96.16,4615.68,20/03/2019,UK,Medium
30,108.18,3245.4,7/5/2019,USA,Medium
25,88.15,2203.75,17/06/2019,Canada,Small
40,86.15,3446,21/07/2019,Belgium,Medium
22,88.15,1939.3,20/08/2019,Canada,Small
34,102.17,3473.78,10/9/2019,USA,Medium
32,90.15,2884.8,14/10/2019,UK,Small
31,86.15,2670.65,29/10/2019,France,Small
43,80,3440,10/11/2019,Denmark,Medium
31,89.38,2770.78,21/11/2019,USA,Small
31,77.34,2397.54,2/12/2019,Spain,Small
34,96.34,3275.56,31/01/2020,Finland,Medium
45,92.08,4143.6,1/3/2020,Spain,Medium
48,108.18,5192.64,28/03/2020,France,Medium
28,108.18,3029.04,6/5/2020,USA,Medium
22,116.19,2556.18,11/2/2018,Denmark,Small
45,83.42,3753.9,16/04/2018,Singapore,Medium
30,85.41,2562.3,12/6/2018,UK,Small
38,85.41,3245.58,8/8/2018,USA,Medium
20,110.23,2204.6,28/09/2018,Spain,Small
28,107.25,3003,23/10/2018,Sweden,Medium
24,105.27,2526.48,7/11/2018,Spain,Small
22,79.45,1747.9,14/11/2018,USA,Small
35,93.35,3267.25,26/11/2018,Spain,Medium
33,85.41,2818.53,2/1/2019,France,Small
31,95.34,2955.54,19/02/2019,USA,Small
35,82.43,2885.05,20/03/2019,UK,Small
35,90.37,3162.95,7/5/2019,USA,Medium
50,81.43,4071.5,17/06/2019,Canada,Medium
26,114.21,2969.46,21/07/2019,Belgium,Small
38,89.38,3396.44,20/08/2019,Canada,Medium
45,104.28,4692.6,10/9/2019,USA,Medium
30,117.19,3515.7,14/10/2019,UK,Medium
37,91.37,3380.69,29/10/2019,France,Medium
37,86.61,3204.57,10/11/2019,Denmark,Medium
36,71.89,2588.04,21/11/2019,USA,Small
25,114.19,2854.75,2/12/2019,Spain,Small
37,108.8,4025.6,31/01/2020,Finland,Medium
30,95.48,2864.4,1/3/2020,Spain,Small
36,105.27,3789.72,28/03/2020,France,Medium
27,90.37,2439.99,6/5/2020,USA,Small
48,61.44,2949.12,17/02/2018,Italy,Small
26,59.22,1539.72,28/04/2018,Austria,Small
26,85.13,2213.38,16/06/2018,USA,Small
34,85.87,2919.58,10/8/2018,USA,Small
44,85.87,3778.28,6/10/2018,Finland,Medium
39,82.91,3233.49,28/10/2018,USA,Medium
45,76.25,3431.25,8/11/2018,France,Medium
40,63.67,2546.8,27/11/2018,Philippines,Small
42,70.33,2953.86,12/1/2019,Japan,Small
43,74.03,3183.29,19/02/2019,USA,Medium
34,72.55,2466.7,2/4/2019,Canada,Small
38,62.19,2363.22,11/5/2019,USA,Small
35,71.07,2487.45,24/06/2019,Spain,Small
31,72.55,2249.05,23/07/2019,France,Small
32,64.41,2061.12,21/08/2019,Norway,Small
47,86.62,4071.14,15/09/2019,Germany,Medium
39,68.11,2656.29,15/10/2019,USA,Small
44,62.19,2736.36,1/11/2019,UK,Small
39,85.87,3348.93,12/11/2019,Italy,Medium
50,57.86,2893,23/11/2019,Japan,Small
22,75.51,1661.22,3/12/2019,USA,Small
35,122.21,4277.35,17/12/2019,Australia,Medium
45,55.62,2502.9,31/01/2020,Finland,Small
44,86.4,3801.6,1/3/2020,Spain,Medium
36,87.36,3144.96,30/03/2020,France,Medium
28,72.55,2031.4,3/4/2020,USA,Small
43,62.19,2674.17,10/5/2020,Italy,Small
48,52.64,2526.72,17/02/2018,Italy,Small
28,48.17,1348.76,28/04/2018,Austria,Small
21,41.71,875.91,16/06/2018,USA,Small
37,50.65,1874.05,10/8/2018,USA,Small
34,49.16,1671.44,6/10/2018,Finland,Small
40,41.71,1668.4,23/10/2018,Sweden,Small
45,51.15,2301.75,8/11/2018,France,Small
28,52.14,1459.92,14/11/2018,UK,Small
29,41.71,1209.59,26/11/2018,Spain,Small
31,45.69,1416.39,19/02/2019,USA,Small
32,57.61,1843.52,8/5/2019,USA,Small
21,57.11,1199.31,24/06/2019,Spain,Small
32,58.6,1875.2,21/07/2019,USA,Small
43,57.61,2477.23,20/08/2019,Canada,Small
21,45.19,948.99,15/09/2019,Germany,Small
34,53.63,1823.42,14/10/2019,USA,Small
34,43.7,1485.8,1/11/2019,,Small
44,86.13,3789.72,15/11/2019,USA,Medium
27,76.31,2060.37,23/11/2019,Japan,Small
49,52.64,2579.36,3/12/2019,USA,Small
23,95.2,2189.6,17/12/2019,Australia,Small
25,64.97,1624.25,31/01/2020,Finland,Small
50,87.15,4357.5,1/3/2020,Spain,Medium
34,40.22,1367.48,30/03/2020,France,Small
20,56.12,1122.4,1/4/2020,USA,Small
42,57.61,2419.62,9/5/2020,Australia,Small
25,56.78,1419.5,11/2/2018,Denmark,Small
50,43.68,2184,16/04/2018,Singapore,Small
32,64.97,2079.04,12/6/2018,UK,Small
39,44.23,1724.97,8/8/2018,USA,Small
50,60.06,3003,28/09/2018,Spain,Medium
38,48.59,1846.42,23/10/2018,Sweden,Small
40,50.23,2009.2,7/11/2018,Spain,Small
28,64.43,1804.04,14/11/2018,USA,Small
42,50.23,2109.66,26/11/2018,Spain,Small
42,63.88,2682.96,2/1/2019,France,Small
36,63.34,2280.24,19/02/2019,USA,Small
24,49.69,1192.56,20/03/2019,UK,Small
23,65.52,1506.96,7/5/2019,USA,Small
29,50.78,1472.62,17/06/2019,Canada,Small
37,45.86,1696.82,21/07/2019,Belgium,Small
33,51.32,1693.56,20/08/2019,Canada,Small
32,60.06,1921.92,9/9/2019,Italy,Small
35,59.51,2082.85,14/10/2019,UK,Small
40,55.69,2227.6,29/10/2019,France,Small
37,86.74,3209.38,10/11/2019,Denmark,Medium
42,97.16,4080.72,21/11/2019,USA,Medium
20,112.22,2244.4,2/12/2019,Spain,Small
29,137.19,3978.51,31/01/2020,Finland,Medium
43,125.99,5417.57,1/3/2020,Spain,Medium
34,62.24,2116.16,28/03/2020,France,Small
47,65.52,3079.44,6/5/2020,USA,Medium
